namseq,coverage
26331,81.39737991266375
27663,117.21186749180924
27987,216.1551912568306
13542,105.91727405247813
13285,79.01896425966447
14550,178.3978847556528
27524,188.87846715328467
27492,105.8780576852866
30244,227.845507669832
13516,168.28717573986117
13646,68.22100256128796
15328,161.82363702890598
15594,195.48279648609076
15099,296.411420204978
27493,73.22189674112047
26332,146.78343715646756
10887,145.83027859237538
13453,102.66617754952311
23238,170.97724770642202
13716,172.7278736687477
15191,113.3930933137399
13889,123.65540044085232
26171,158.1896361631753
15296,165.47370356748806
28260,161.20963589554984
15452,154.93156732891833
29316,181.741994847258
13902,116.66310751104565
11515,73.97053406998158
11700,157.18945816439367
13331,219.93542435424354
14811,160.90439276485787
26333,175.72831303063862
27601,345.7258958256372
15007,120.08314855875831
26498,133.3435650887574
15193,73.07327905255366
15517,77.98257968865826
10717,174.87101556708674
2168,183.05189028910303
15801,190.81328878990348
26367,217.48589458054937
29535,253.3001485884101
35384,225.5685618729097
15295,217.26049795615012
12981,91.31933085501859
26173,111.83438779307778
28198,119.8864905098623
30068,152.10022354694485
18705,144.82445024226612
29182,252.392990305742
26174,150.71876165609848
14917,84.34527808883912
26776,157.9663928304705
29229,100.66791184161374
23482,129.7265245043023
11078,78.71995507300636
11892,186.79183826282292
18704,203.88730812429802
10723,61.910486891385766
19714,159.2886056971514
25702,332.01464513706344
11444,111.54637626736763
29362,166.3660647103085
11262,74.025998492841
11446,272.35611782477343
23481,107.71752265861028
26431,208.92776096822996
28187,97.30090840272521
29254,90.48523845571536
15902,160.49772727272727
30255,84.46722243273967
26442,164.101553618795
28357,210.76345716451857
12369,109.95108077360636
29460,122.24962063732929
19941,196.57462969996203
11861,183.76642612988985
28300,292.94944887875334
29314,267.3158295281583
13038,159.83409436834094
23537,70.13066666666667
14708,317.78933333333333
10591,154.89257142857142
22725,152.744
28081,110.39443597560975
19763,294.55746468117604
26356,166.95379915998473
10805,84.39747995418098
29160,146.1672394043528
29161,171.00076394194042
29785,164.62948815889993
15572,228.6653934300993
29589,221.77437858508605
10624,295.59678653404745
30158,163.16111748947569
12918,288.00114942528734
12052,100.37739463601532
28436,197.14220007665773
10634,206.37983901878115
10820,85.94670245398773
15212,223.1174213353799
29002,85.22917466410749
29781,171.90940499040306
22963,127.3452380952381
19242,168.81713407606608
27600,444.46446407990777
10832,271.7916986933128
30257,182.2491349480969
4193,235.439446366782
12033,66.27
26838,350.9780769230769
28262,94.01885340515582
29315,189.11889188149289
29332,220.92067770504428
28705,389.7984585741811
28201,62.489976869699305
29038,33.2621434078643
28083,107.31623602005399
26115,85.81435739096874
19226,156.16801853997683
18995,209.17503863987636
19038,117.09466769706337
11611,264.9249516441006
22978,50.37093023255814
29656,159.93136874757658
23247,179.78161365399535
29975,226.9499417927823
22713,99.17482517482517
22749,115.77989871445267
29579,268.7253603428126
13107,253.53494728621632
10949,128.9280406726633
26433,126.05636007827789
23245,149.01178781925344
18867,84.72062868369352
23134,238.20456333595595
2167,234.2125147579693
21442,107.10787401574804
19667,344.80464749901535
18693,180.51461295418642
14680,114.65822784810126
12945,215.1585414189457
26816,305.40582601755784
23342,173.6573482428115
25833,89.35265893642543
13679,134.94235388310648
27602,143.79014817781336
23373,111.82433521353747
25981,255.07903225806453
17849,172.5774193548387
11249,64.93856103476152
20308,220.66342254663422
12508,521.7592517283449
16120,97.66530612244898
15087,78.27596075224857
13681,192.1788784281621
15133,133.19270192701927
19227,116.61314168377824
23467,339.9465240641711
21211,143.12803622890078
21758,18.51443894389439
29272,140.11691542288557
15118,290.27590511860177
29355,142.53022092538558
10543,131.86540880503145
12428,144.2762105263158
26588,117.17997465145754
16842,43.78257191201354
19037,29.72099915325995
23129,199.5463786531131
26874,279.48281714043276
11223,161.03286384976525
21416,78.19750966079863
18915,31.608770421324163
15086,90.90283748925194
20893,74.76992675570875
21362,111.9732528041415
26310,240.38424924275205
11981,205.35099913119026
26257,287.81323465389636
13166,195.23334784501523
15223,289.11885067479324
28469,149.77486910994764
15119,164.5519197207679
15380,388.45113438045377
21229,56.19842657342657
11923,142.0360756709195
15587,57.094732182381584
20386,96.05895589558956
10903,243.53294223826714
11921,231.44866576209859
15363,81.39318181818182
21768,200.53937187073282
16256,82.40647810218978
11457,203.16697163769442
11786,87.15965233302836
29578,171.3843334860284
10550,83.25538743695553
15306,171.41138659320478
15013,158.97283609576428
29911,171.95439889451865
11900,111.36405529953917
30234,145.37684501845018
11417,73.61028730305839
11248,151.0790330079033
28229,99.33379823337982
29968,96.51326198231736
28230,193.6503724394786
12955,272.9478584729981
30151,71.46483465300419
28470,90.28877503493247
11250,168.89085820895522
11980,165.57396173588427
11060,225.31106959364783
29795,347.6967289719626
11034,91.67508181393174
28455,153.10472183263207
11782,128.5
29794,180.09789227166277
23354,176.88384074941453
12080,120.46976090014064
28291,148.09756097560975
11405,132.8044193700047
26354,277.7197931358721
12417,149.43838193791157
28626,148.50823529411764
29970,154.39161168708765
29108,148.8488427019367
29291,228.95123106060606
28980,162.16532449076269
28660,98.06315289648623
28484,210.05468378506896
20805,145.3707758210376
16271,73.47596382674917
22897,103.8277010947168
23336,155.10095238095238
30194,117.87761904761905
19488,98.82927992370053
19642,224.61310377809662
23590,91.85028790786949
19325,227.75719769673705
17158,52.17399710004833
25070,172.25873786407766
15067,80.40019426906265
11460,172.18958742632614
20206,236.13429137760158
29721,84.14995034756703
29536,339.1398705823793
14601,200.05829596412556
26791,165.88085742771685
15842,145.3925187032419
26465,194.67215568862275
18919,237.7433849226161
26394,229.8734367183592
15070,296.0851276915373
26460,270.0655983975964
15222,290.81572358537807
29553,209.0150225338007
26765,261.59088632949425
26720,256.064596895343
26432,125.54231347020531
26790,190.89579158316633
15736,167.62725450901803
26792,145.37374749498997
15022,201.19799498746866
26149,182.77243107769422
26535,316.2061183550652
30097,185.21915747241727
11075,329.58082329317267
26068,268.8488955823293
15158,228.8132530120482
14799,216.6621485943775
11427,316.31491712707185
11860,120.09643395278755
15137,121.4856855851331
28621,77.09442491210447
29249,145.73380210949273
29483,112.15025125628141
14710,297.6924623115578
29331,268.09552538964306
15008,437.1131790744467
26764,352.31438631790746
15923,290.21730382293765
26891,397.71162556618015
29657,124.82729103726082
30098,133.12449596774192
29976,193.2071572580645
26933,327.34291477559253
29582,406.7198384654215
29610,198.52121212121213
14709,196.188984335523
26534,208.8482549317147
15221,313.81831983805665
29458,188.77024291497975
28199,115.19452887537994
30148,320.8100303951368
29864,298.76190476190476
11610,433.4807497467072
13188,98.75088787417555
14890,215.7192893401015
11647,363.6279187817259
10948,185.88172588832487
10595,154.2407313357034
12919,211.8943626206196
11074,120.22775800711744
29818,214.3375699034062
28037,280.9252288911495
28693,94.08205912334353
29974,253.95616717635068
10596,111.03934593765969
12226,138.45780051150896
20728,256.1248720573183
11172,207.2871033776868
20466,187.75166410650283
12667,39.283299180327866
10633,141.12006157003592
29430,118.17172236503856
30208,251.15911431513902
12116,156.50982419855222
19665,217.20186335403727
12908,206.82133609528742
12659,164.04045643153526
28195,38.023340248962654
23289,105.20020800832033
28058,185.6138613861386
19803,442.50651380927565
28186,255.53263707571801
28109,148.00784108729744
21311,171.96960167714886
19761,336.40661070304304
11099,96.79138202837625
12944,158.41148577449948
13108,266.67282321899734
27762,260.38054968287526
19240,151.03121693121693
22742,336.5373213340392
17389,122.12228692429856
23088,220.29798515376459
23094,306.8538788522848
23044,185.08355508249068
23592,221.53887113951012
22453,193.7688200747464
19241,196.6627282491944
21102,326.6793975255514
18086,305.25282409897795
21024,240.9407327586207
23637,177.7428262046562
19764,479.59339469409855
12509,361.2306022788931
18087,320.7155266015201
35465,116.05591748099891
22475,302.13107591480065
10148,124.61147540983606
13462,263.5958980044346
3975,145.04173622704508
23718,173.59888579387186
24745,99.37590630228667
28902,104.44339096486335
23341,187.16201117318437
20714,49.08780760626398
23340,148.13486289871292
27739,543.5736694677871
35946,157.3256726457399
16677,140.75504484304932
3547,216.37913628715648
18197,144.8349241998877
17525,186.08548931383578
28752,72.01577464788733
13372,362.4997173544375
18658,197.5359773371105
23636,66.20396600566572
16326,172.98072562358277
25599,183.06410990269032
14410,108.73138602520046
20916,347.8920160827111
15660,185.8985590778098
26316,109.15473441108546
16251,165.7514619883041
20387,98.51915144372423
21407,341.4072532699168
18150,98.6027397260274
10619,144.79808841099162
21406,315.80419161676645
24277,55.38885560215698
25211,188.87537447573396
17252,96.24489795918367
11633,106.14431749849669
16363,174.67850692354003
18540,196.0327868852459
17841,93.2059538274605
17005,107.17153284671532
23709,145.7370663420572
10692,178.47503045066992
20692,218.66951219512194
23632,82.2045177045177
17098,74.16310323762981
21250,66.0171358629131
12420,77.82892307692308
11770,189.9008009858287
25069,198.98951911220715
16304,223.51142680667078
28627,34.17708978328174
28406,160.2049689440994
11826,135.00931677018633
21071,160.93075483468496
16882,207.1547619047619
24840,179.7455808080808
25312,123.93540215326156
23857,127.95883470550982
25913,123.22920634920635
26729,117.6656050955414
18588,151.32929164007658
25451,33.7319719208679
12421,59.14376996805112
18587,276.5323925593329
11772,286.18613607188706
25082,120.18082368082368
29708,197.98454603992272
22741,240.43584784010315
16893,162.95601552393273
17840,103.28155339805825
221,206.06735751295338
17964,293.06229720960414
17933,178.32900713822193
26258,117.09759271307742
11428,185.185667752443
15601,92.35509138381201
13465,205.90915032679737
17839,77.84816753926701
32047,85.19973804846103
15974,58.49705304518664
11769,110.05511811023622
37653,104.56561679790026
21009,101.21236028928337
22282,129.88274044795784
29650,74.57067371202113
35353,44.545935228023794
11185,714.4705882352941
24586,115.51159708416169
29164,85.98272425249169
4188,244.5776149233844
10853,108.70894526034714
25083,186.79692718770875
24170,161.65106951871658
14932,83.3326639892905
2119,239.12860013395849
4422,200.44638069705093
20624,103.46572580645162
100,146.79485443466487
17600,45.67796610169491
37068,277.48127978216473
35517,103.37560303239145
5368,345.1629834254144
11132,320.2646855563234
2550,87.76539792387543
4423,304.47160664819944
10732,268.19334719334717
17848,160.25052337752965
1549,167.3181818181818
4309,261.3085553997195
5404,275.2505263157895
472,229.55508771929826
26946,126.56631578947369
16925,121.39423752635278
16442,53.35628952916374
37482,222.6549295774648
5065,63.980918727915196
1246,117.83179559971612
20573,135.78535891968727
25168,29.90028694404591
35409,319.4971264367816
16043,158.52514367816093
16464,107.6969696969697
27508,379.82596084118927
16121,120.96661828737301
18917,154.8475565280817
23290,10.237536656891496
13485,449.6082171680117
4192,238.2282768777614
35352,178.46553002223868
25169,77.83556547619048
36251,74.66390977443609
1067,124.4319036869827
20075,20.27183734939759
4189,98.87981859410431
31806,175.05998481397114
21007,42.32415902140673
10730,135.1690895179801
13371,139.1209800918836
20762,162.39033742331287
12707,79.51920122887864
12900,39.51660231660232
27770,67.56646058732612
29902,20.21517027863777
12833,47.53178294573643
29907,82.87131782945737
29006,167.5810705973623
28650,58.56133540372671
12347,168.527950310559
24447,49.01554001554002
24527,75.38102643856921
21840,224.08482490272374
13179,63.34762275915822
29111,181.18096723868956
18983,83.12460815047022
18888,27.604231974921632
4988,67.46708463949844
19615,78.4748427672956
19756,67.6498819826908
19472,43.8552321007081
25834,102.14162077104642
20761,113.44294770206022
21497,62.341035856573704
28951,293.78309409888357
12706,115.292663476874
19889,72.21805111821087
21112,97.66746602717826
20870,65.17905675459632
21839,168.23157051282053
18981,135.21767068273093
19932,90.72990353697749
25900,151.8274193548387
24827,137.02665589660742
25462,142.6084142394822
17599,74.61912479740681
16963,90.84159220146222
24318,186.93095044679123
18299,243.52074857607812
25514,191.42961757526444
20145,51.56514657980456
23085,183.15077424612878
21380,104.13132137030995
25899,175.84219133278822
16165,60.04091653027823
21026,139.71007371007371
24017,218.56639344262294
31539,217.08613617719442
18295,110.359375
16463,114.76237623762377
18168,176.31930693069307
25328,143.44995864350702
18167,92.20282626766418
17890,204.70465890183027
20435,190.25938281901585
29475,112.12771285475793
22216,51.40601503759399
19754,138.35959765297568
18169,96.48741610738254
15983,60.194608256107834
18196,154.94152542372882
18283,100.77589134125637
25745,192.62755102040816
3833,46.7593537414966
16122,98.26212765957447
13056,38.94723404255319
24493,99.31090289608177
18565,136.08098891730606
16961,99.97011101622545
17931,458.208547008547
37719,154.0
15984,90.9280205655527
16678,62.251724137931035
25901,79.12435233160622
15938,249.0103896103896
15937,198.15151515151516
18105,29.565595134665507
37250,199.15821678321677
20434,122.09194395796848
16273,105.20701754385965
25835,115.70500438981563
13402,363.3506151142355
17728,218.07834507042253
37641,306.5772646536412
20313,80.50444049733571
24528,142.5878679750223
24760,40.14451382694023
35309,206.68067978533094
17729,199.6189624329159
15903,183.0850492390331
35959,371.5324324324324
35881,68.73375451263539
17847,132.8526989935956
24316,230.93388429752065
18195,350.6930147058824
17654,149.70691244239632
1138,86.72802960222016
13118,136.5861111111111
15370,162.78703703703704
1418,178.88544600938968
23622,330.8352165725047
20109,67.73838862559242
26877,203.28041825095056
10855,507.72354623450906
28217,199.26526717557252
37480,103.29198473282443
12947,401.35181644359466
15636,85.34865900383141
16342,46.25338491295938
23423,449.5459825750242
22999,73.08720930232558
32081,160.2759961127308
19307,117.826171875
22981,29.851272015655578
24788,160.66405484818804
30072,282.29411764705884
37481,62.12684365781711
3782,276.7189349112426
12394,83.63392857142857
25452,216.05666003976143
20899,226.33731343283583
18231,109.33333333333333
19308,88.16616915422885
35925,239.2905472636816
20910,44.06412825651302
3567,190.72233400402413
25597,275.0696266397578
16217,54.59453993933266
25422,28.96048632218845
23932,68.55319148936171
19181,160.68426395939088
30131,213.0427698574338
3783,130.82551020408164
22231,204.46516393442624
35701,125.77538461538461
17932,99.62974358974358
22625,44.056526207605344
8994,9.984567901234568
18488,252.61316872427983
22323,37.38453608247423
3618,27.562886597938146
18180,280.23681489141677
21354,182.7972972972973
21352,72.24844074844074
17930,366.33575883575884
37356,99.70686070686071
21353,97.86798336798337
19306,379.27783558792925
25423,146.00104058272632
25424,111.51354166666667
20898,161.89989572471325
15901,167.19812304483838
24030,173.55230125523013
20897,293.51359832635984
25632,67.55497382198953
16171,79.29035639412997
31550,120.58027282266526
8101,71.82563025210084
25434,216.00842105263158
24243,111.12118018967334
24244,17.846153846153847
35960,162.34810126582278
25003,129.5063424947146
25502,106.84761904761905
24854,68.13997879109226
25718,134.55944798301485
3508,258.21299254526093
16578,261.8183760683761
16916,176.95080213903742
36101,153.44171122994652
25479,181.62955032119913
3242,82.32403433476395
22626,40.08073196986007
22465,347.8514531754575
25405,189.8622174381055
739,91.39224137931035
9164,73.04418103448276
23424,227.14331896551724
35739,112.96332254584682
20116,284.96320346320346
5413,371.5201305767138
18623,47.31664853101197
17066,55.910772578890096
17415,109.01633986928104
3832,49.251091703056765
19072,198.4945295404814
18610,61.30263157894737
18611,71.38486842105263
16359,49.526490066225165
6767,124.50110375275938
16229,26.829268292682926
22900,419.0620842572062
35868,369.10099889012207
17653,59.44173140954495
35265,39.34037819799777
18362,73.69308035714286
34965,156.52673492605234
5107,84.89874857792947
18531,9.771949828962372
36203,145.56521739130434
2874,94.50057670126874
18612,94.4739281575898
23931,79.53434225844005
17416,36.73684210526316
38601,360.37955346651
35157,151.3758865248227
35808,42.72189349112426
5113,30.093601895734597
35445,66.08809523809524
275,157.19976076555025
5340,29.697954271961493
3288,105.45652173913044
4138,38.102781136638455
4013,290.55109489051097
4014,62.37956204379562
9037,385.15731707317076
17647,303.47355473554734
35154,319.24163568773236
36286,101.60173697270471
5132,29.98385093167702
22373,56.6728855721393
17888,62.94014962593516
38491,223.06625
4464,258.3115577889447
3538,23.38364779874214
4465,238.4452830188679
4016,40.254777070063696
1110,24.763729246487866
5061,197.24040920716112
38639,56.468468468468465
35407,373.13290322580644
17402,28.6360103626943
5042,590.3
899,169.96740547588004
3296,43.48109517601043
34780,257.7561929595828
31547,77.7154046997389
37600,72.84010484927916
8117,42.87335092348285
13178,23.40963855421687
8517,74.31621621621622
8995,13.574324324324325
31548,291.9837398373984
38138,101.18937329700273
2896,17.829467939972716
7953,43.07391910739191
4776,25.995804195804197
38364,230.00842696629215
2171,52.18143459915612
35741,34.34807417974322
36041,224.40228245363767
3222,114.56366237482118
31076,300.5429799426934
38613,82.20202020202021
37131,274.6392496392496
16313,106.83815028901734
3854,63.32272069464544
10136,17.575976845151953
183,55.01304347826087
8643,170.81857764876634
2389,113.4546783625731
34614,12.882869692532942
37200,132.58418740849194
34472,201.6725403817915
33767,66.75
35903,29.488165680473372
38678,16.102373887240358
30851,69.01038575667656
5106,36.04626865671642
35406,187.5402985074627
35740,255.00301659125188
35187,25.779456193353475
4775,33.09422492401216
30326,166.30615384615385
4774,62.24382716049383
341,63.43740340030912
30325,160.2015503875969
4809,274.55968992248063
4574,190.1430793157076
36268,41.3796875
10293,51.087636932707355
35902,416.5376175548589
38459,22.03453689167975
8402,43.34379905808477
36019,111.59120521172639
9359,206.718954248366
4573,200.45950413223142
30881,7.19205298013245
20801,17.495
8358,316.18120805369125
17390,23.656040268456376
38615,65.67595818815332
32510,35.79790940766551
5063,132.195462478185
37670,113.3068783068783
6480,11.720353982300885
2128,63.790408525754884
36911,267.6607460035524
35939,178.53141831238779
35452,33.39928057553957
37775,9.122965641952984
37531,46.48994515539305
1245,11.831192660550458
3523,26.357798165137616
37594,254.49815498154982
10441,33.530499075785585
37,55.29811320754717
37147,133.64083175803404
31012,9.784090909090908
30835,208.72380952380954
30493,136.18320610687022
1412,19.92925430210325
31878,61.38579654510556
30578,147.15
8987,83.56031128404669
5929,62.07738095238095
38575,65.3399602385686
8348,33.439363817097416
38445,27.669322709163346
25178,11.437125748502995
1411,251.7125748502994
31646,62.728
1626,177.90380761523045
30478,111.49098196392785
31001,49.283400809716596
38581,12.973630831643002
3396,23.574036511156187
5927,74.72967479674797
34319,178.08757637474542
7676,175.4734693877551
31877,405.75463917525775
30784,56.898340248962654
36991,12.49792531120332
36162,19.8125
35938,8.895833333333334
6708,158.67573221757323
32173,19.962264150943398
8056,255.9768907563025
30378,371.87974683544303
30377,324.5400843881857
9753,32.563291139240505
6364,31.363057324840764
18622,48.11063829787234
38335,32.77730192719486
32057,30.55268817204301
7369,29.454741379310345
6421,10.366013071895425
35940,200.75327510917032
32181,26.14879649890591
9229,64.54605263157895
35622,7.264900662251655
30611,22.91255605381166
1510,150.27191011235956
36841,123.73873873873873
31402,223.7765237020316
9886,212.625
34185,23.563636363636363
30609,62.75
239,34.14942528735632
30879,39.57241379310345
238,23.80919540229885
30335,18.49074074074074
37613,10.122685185185185
32553,25.123255813953488
9888,182.68837209302325
31842,13.358313817330211
31401,28.983568075117372
33934,30.11737089201878
7174,185.16273584905662
32936,69.80378250591016
9228,20.62647754137116
10306,6.706161137440758
24063,11.497630331753555
30544,65.5727923627685
7693,77.41626794258373
26076,7.730769230769231
2056,19.73671497584541
1539,115.82608695652173
12354,115.09024390243903
38381,21.760391198044008
6510,41.0
22733,5.146766169154229
31286,14.890547263681592
33222,32.962311557788944
402,152.8463476070529
8914,21.856060606060606
30323,10.13888888888889
15819,265.27848101265823
9840,236.3409669211196
32266,23.076726342710998
8417,308.12628865979383
32940,18.649484536082475
7731,5.391752577319588
6811,55.96134020618557
35429,3.8449612403100777
35230,12.075129533678757
15063,7.587012987012987
33045,172.015625
27016,22.84514435695538
6363,24.28421052631579
9410,16.856763925729442
7723,31.232
38232,144.1657754010695
32942,41.92780748663102
33346,35.6970509383378
33770,336.3790322580645
17541,2.7016129032258065
38560,15.08355795148248
37201,202.37027027027028
33202,35.86449864498645
7496,9.661246612466124
8134,29.265753424657536
2790,147.50964187327824
870,16.058011049723756
6479,35.83008356545961
401,31.83008356545961
6547,36.98876404494382
33769,53.21186440677966
15218,5.28328611898017
6055,25.05965909090909
6546,52.59025787965616
6122,142.2893982808023
8507,183.34957020057305
10150,1.2902298850574712
38563,15.827089337175792
6086,218.53757225433526
38692,9.690751445086706
20063,19.742028985507247
38053,24.04360465116279
7356,3.0262390670553936
31048,40.326530612244895
31059,6.95906432748538
22600,215.4306784660767
33812,34.76401179941003
30679,4.0855457227138645
4065,7.047197640117994
33959,22.757396449704142
13885,7.538461538461538
37165,32.86607142857143
7398,93.8443113772455
1507,416.3181818181818
33524,102.79878048780488
2745,8.446483180428135
780,14.351681957186544
31360,24.25386996904025
25234,24.984375
31768,114.0626959247649
3604,62.33228840125392
422,28.367924528301888
31452,5.474683544303797
18233,3.1360759493670884
1744,49.37341772151899
33960,8.536507936507936
33528,33.82484076433121
10168,9.712460063897764
37975,60.13782051282051
33777,2.688102893890675
32110,5.545454545454546
20173,4.084415584415584
33148,214.12052117263843
34055,51.326797385620914
31287,9.292763157894736
6123,9.264900662251655
5931,5.016556291390729
7730,15.139072847682119
35143,5.311258278145695
33590,11.335548172757475
32858,19.67109634551495
31162,13.52
33345,26.84228187919463
7619,9.703703703703704
33520,13.472972972972974
18306,420.59797297297297
6204,15.641891891891891
30532,199.72881355932202
24214,1.7370242214532872
17401,61.5
10388,27.027874564459932
34056,6.480701754385965
9760,24.823943661971832
17438,193.61837455830388
37188,23.802867383512545
7401,21.263537906137184
10526,374.12274368231044
7133,125.3876811594203
1111,2.0
